# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1780627042.80527 -0.220026 -0.341439 -0.161099 -0.098803 -0.717560 0.658491 0.204291 0.0009296858 -0.0009657948 -0.0000713286 0.0054539148 0.0000686213 0.0006466912 0.0027143475 0.0000461171 0.0000415615 0.0033811576 -0.0005528192 0.0021522831
1780627042.83858 -0.220268 -0.340715 -0.160550 -0.099592 -0.717903 0.658256 0.203461 0.0009296650 -0.0009558698 -0.0000734335 0.0054572661 0.0000724023 0.0006446239 0.0027133419 0.0000459139 0.0000413002 0.0033816248 -0.0005531318 0.0021520014
1780627042.87191 -0.219275 -0.339375 -0.160052 -0.099500 -0.715867 0.659902 0.205339 0.0009058049 -0.0009528736 -0.0000650944 0.0054569643 0.0000813425 0.0006365588 0.0027097614 0.0000455287 0.0000404899 0.0033817612 -0.0005538292 0.0021513676
1780627042.90523 -0.219078 -0.338738 -0.159668 -0.099949 -0.715298 0.660505 0.205162 0.0009084862 -0.0009577231 -0.0000564814 0.0054549208 0.0000371882 0.0006324730 0.0027059215 0.0000477853 0.0000395504 0.0033810416 -0.0005538053 0.0021510333
1780627042.93857 -0.218847 -0.338299 -0.159269 -0.100154 -0.715300 0.660551 0.204906 0.0008990144 -0.0009469698 -0.0000550776 0.0054578996 0.0000276959 0.0006293126 0.0027047224 0.0000483130 0.0000391635 0.0033808734 -0.0005539941 0.0021505436
1780627042.97193 -0.218925 -0.337894 -0.158753 -0.099938 -0.715418 0.660780 0.203861 0.0008962421 -0.0009452947 -0.0000587733 0.0054571847 0.0000451414 0.0006269065 0.0027033709 0.0000487933 0.0000387555 0.0033807722 -0.0005541774 0.0021501627
1780627043.00521 -0.219187 -0.337831 -0.158573 -0.100621 -0.716009 0.660337 0.202883 0.0008928714 -0.0009379846 -0.0000591393 0.0054592923 0.0000437740 0.0006246155 0.0027030527 0.0000483094 0.0000386394 0.0033811230 -0.0005544856 0.0021498221
1780627043.03864 -0.219771 -0.337680 -0.158348 -0.101715 -0.716377 0.660119 0.201745 0.0008819726 -0.0009261916 -0.0000565650 0.0054625953 0.0000495566 0.0006210187 0.0027033637 0.0000476206 0.0000385759 0.0033813579 -0.0005547298 0.0021493501
1780627043.07194 -0.220145 -0.337697 -0.158295 -0.102706 -0.716128 0.660253 0.201690 0.0008642239 -0.0009076546 -0.0000563183 0.0054676063 0.0000654102 0.0006173171 0.0027024598 0.0000464304 0.0000384063 0.0033817790 -0.0005552207 0.0021490601
1780627043.10520 -0.220325 -0.337598 -0.157984 -0.103111 -0.716067 0.660295 0.201560 0.0008562456 -0.0009028558 -0.0000566002 0.0054685007 0.0000619731 0.0006139676 0.0027030803 0.0000455045 0.0000384571 0.0033820025 -0.0005555348 0.0021486366
1780627043.13853 -0.220150 -0.337045 -0.157543 -0.103236 -0.715720 0.660588 0.201767 0.0008529316 -0.0008985002 -0.0000555685 0.0054695401 0.0000572321 0.0006114737 0.0027020369 0.0000456143 0.0000381799 0.0033821463 -0.0005557827 0.0021483464
1780627043.17185 -0.220106 -0.336352 -0.157090 -0.103365 -0.715407 0.661004 0.201452 0.0008522890 -0.0008996185 -0.0000541767 0.0054684406 0.0000503777 0.0006089020 0.0026993309 0.0000465875 0.0000375643 0.0033819574 -0.0005559629 0.0021481376
1780627043.20518 -0.219954 -0.335586 -0.156772 -0.104013 -0.714945 0.661384 0.201509 0.0008499166 -0.0008966979 -0.0000515520 0.0054690328 0.0000358609 0.0006066317 0.0026974626 0.0000468055 0.0000371562 0.0033821201 -0.0005562528 0.0021479374
1780627043.23851 -0.219986 -0.335458 -0.156516 -0.104374 -0.714675 0.661465 0.202015 0.0008456356 -0.0008895562 -0.0000519720 0.0054709396 0.0000382411 0.0006045749 0.0026948010 0.0000475225 0.0000365756 0.0033818959 -0.0005564312 0.0021477491
1780627043.27183 -0.219839 -0.335548 -0.156682 -0.105442 -0.713515 0.662035 0.203684 0.0008452848 -0.0008926397 -0.0000530852 0.0054687691 0.0000444749 0.0006024623 0.0026950511 0.0000475494 0.0000364962 0.0033819119 -0.0005565458 0.0021473928
1780627043.30516 -0.219620 -0.335834 -0.157022 -0.106303 -0.712255 0.662744 0.205336 0.0008448221 -0.0008949862 -0.0000497125 0.0054673112 0.0000277338 0.0005995901 0.0026959398 0.0000478831 0.0000364605 0.0033814779 -0.0005564317 0.0021469465
1780627043.33850 -0.219413 -0.335727 -0.157007 -0.107191 -0.711638 0.663239 0.205416 0.0008431250 -0.0008947159 -0.0000469259 0.0054667180 0.0000141134 0.0005968659 0.0026973494 0.0000478218 0.0000365396 0.0033810529 -0.0005563043 0.0021464776
1780627043.37183 -0.218941 -0.335338 -0.156918 -0.108371 -0.711474 0.663378 0.204915 0.0008387332 -0.0008864851 -0.0000435908 0.0054691724 -0.0000036036 0.0005946178 0.0026964267 0.0000479929 0.0000362702 0.0033809648 -0.0005564280 0.0021462287
1780627043.40514 -0.217552 -0.334350 -0.156552 -0.106274 -0.709798 0.665369 0.205371 0.0008324049 -0.0008707221 -0.0000406464 0.0054745447 -0.0000208165 0.0005928994 0.0026938219 0.0000493005 0.0000356242 0.0033804287 -0.0005564346 0.0021460577
1780627043.43848 -0.216872 -0.334029 -0.156848 -0.106852 -0.708946 0.666154 0.205469 0.0008348400 -0.0008781222 -0.0000344423 0.0054711016 -0.0000593310 0.0005928580 0.0026901885 0.0000522897 0.0000346836 0.0033794655 -0.0005562562 0.0021458382
1780627043.47181 -0.216191 -0.334052 -0.157404 -0.107545 -0.708349 0.666280 0.206754 0.0008303180 -0.0008748815 -0.0000363625 0.0054707460 -0.0000486004 0.0005893553 0.0026896546 0.0000525409 0.0000344966 0.0033789213 -0.0005561460 0.0021454564
1780627043.50513 -0.215984 -0.333952 -0.157434 -0.108487 -0.708211 0.666128 0.207225 0.0008258111 -0.0008681606 -0.0000390062 0.0054725111 -0.0000346094 0.0005865990 0.0026905062 0.0000530650 0.0000344371 0.0033782914 -0.0005559332 0.0021450248
1780627043.53847 -0.215852 -0.334322 -0.157821 -0.108980 -0.708273 0.665868 0.207590 0.0008248957 -0.0008700176 -0.0000402545 0.0054711086 -0.0000273627 0.0005843878 0.0026902908 0.0000531846 0.0000342913 0.0033782771 -0.0005560365 0.0021447586
1780627043.57178 -0.215970 -0.335164 -0.158150 -0.108935 -0.708040 0.666233 0.207234 0.0008234245 -0.0008708681 -0.0000385680 0.0054699179 -0.0000368803 0.0005824300 0.0026923889 0.0000530859 0.0000344825 0.0033779184 -0.0005558671 0.0021442838
1780627043.60511 -0.215614 -0.335550 -0.158005 -0.108686 -0.707487 0.666860 0.207236 0.0008203964 -0.0008677506 -0.0000363345 0.0054700853 -0.0000501080 0.0005807362 0.0026958965 0.0000519899 0.0000349904 0.0033780024 -0.0005558295 0.0021437781
1780627043.63844 -0.215425 -0.335190 -0.157273 -0.108342 -0.708446 0.666169 0.206363 0.0008223226 -0.0008765905 -0.0000365649 0.0054661009 -0.0000488635 0.0005790417 0.0026954931 0.0000528019 0.0000347451 0.0033777911 -0.0005558230 0.0021435081
1780627043.67176 -0.215826 -0.334398 -0.156243 -0.108432 -0.709885 0.665362 0.203959 0.0008180674 -0.0008686401 -0.0000381125 0.0054685536 -0.0000424184 0.0005778070 0.0026930146 0.0000534110 0.0000342439 0.0033780117 -0.0005561214 0.0021434667
1780627043.70512 -0.216200 -0.334030 -0.155792 -0.107484 -0.709701 0.665542 0.204515 0.0008109045 -0.0008524953 -0.0000391273 0.0054739029 -0.0000395167 0.0005770194 0.0026901304 0.0000523412 0.0000338929 0.0033791652 -0.0005568900 0.0021436184
1780627043.73843 -0.217062 -0.333769 -0.155545 -0.108143 -0.707758 0.666328 0.208306 0.0008157882 -0.0008582260 -0.0000420460 0.0054721365 -0.0000360794 0.0005791071 0.0026892924 0.0000520378 0.0000336774 0.0033793952 -0.0005571269 0.0021435091
1780627043.77179 -0.216375 -0.332508 -0.156204 -0.107278 -0.703935 0.669191 0.212483 0.0008315546 -0.0008858774 -0.0000438000 0.0054665529 -0.0000296697 0.0005793281 0.0026889947 0.0000506640 0.0000336490 0.0033806830 -0.0005577414 0.0021435716
1780627043.80508 -0.215153 -0.333845 -0.156879 -0.105669 -0.702659 0.670108 0.214615 0.0008565149 -0.0009083555 -0.0000398803 0.0054610926 -0.0000626280 0.0005832559 0.0026853260 0.0000535711 0.0000325536 0.0033796781 -0.0005575285 0.0021440637
1780627043.83840 -0.214340 -0.336698 -0.157430 -0.104450 -0.702163 0.670586 0.215342 0.0008970384 -0.0009260494 -0.0000372695 0.0054536943 -0.0001239643 0.0005923529 0.0026951744 0.0000570602 0.0000320909 0.0033792492 -0.0005564479 0.0021460625
1780627043.87173 -0.212141 -0.338237 -0.157215 -0.103229 -0.699207 0.672591 0.219259 0.0009341573 -0.0009479569 -0.0000366414 0.0054495199 -0.0001745286 0.0006062740 0.0027102270 0.0000580958 0.0000306041 0.0033816067 -0.0005562105 0.0021501236
1780627043.90506 -0.210247 -0.340095 -0.157504 -0.103675 -0.696165 0.674417 0.223087 0.0009740711 -0.0009441550 -0.0000336928 0.0054643039 -0.0002191646 0.0006283231 0.0027238865 0.0000627119 0.0000275377 0.0033896258 -0.0005554020 0.0021600468
1780627043.93838 -0.210119 -0.343087 -0.156023 -0.106326 -0.694555 0.675479 0.223643 0.0010011671 -0.0009081677 -0.0000348936 0.0055037616 -0.0002390758 0.0006563275 0.0027468111 0.0000641515 0.0000259230 0.0034054828 -0.0005549855 0.0021742783
1780627043.97171 -0.213269 -0.347353 -0.152176 -0.111715 -0.693565 0.675360 0.224445 0.0010327828 -0.0008801383 -0.0000358452 0.0055495962 -0.0002412659 0.0006875932 0.0027799383 0.0000586364 0.0000270924 0.0034328568 -0.0005569194 0.0021923613
1780627044.00504 -0.220203 -0.353927 -0.148540 -0.118726 -0.693350 0.673422 0.227319 0.0010723400 -0.0008714417 -0.0000354687 0.0055953514 -0.0002292755 0.0007206571 0.0028248345 0.0000414401 0.0000325745 0.0034741157 -0.0005630599 0.0022136351
1780627044.03836 -0.232610 -0.363034 -0.144633 -0.129099 -0.693052 0.670484 0.231221 0.0010731529 -0.0008553737 -0.0000510290 0.0056299481 -0.0002195316 0.0007328932 0.0028749724 0.0000070469 0.0000477368 0.0035178968 -0.0005762726 0.0022310355
1780627044.07172 -0.237985 -0.371054 -0.142383 -0.134807 -0.691331 0.669470 0.236004 0.0010760840 -0.0008168194 -0.0000412119 0.0056842702 -0.0002020265 0.0007450610 0.0029298420 -0.0000427328 0.0000625945 0.0035847048 -0.0005919560 0.0022401402
1780627044.10504 -0.241531 -0.380048 -0.132805 -0.141216 -0.696251 0.665521 0.228854 0.0010464958 -0.0008594165 0.0000291566 0.0056578028 -0.0001827361 0.0006980944 0.0029485670 -0.0000636530 0.0000684952 0.0036478891 -0.0006059716 0.0022308848
1780627044.13834 -0.251135 -0.391037 -0.134626 -0.147969 -0.698902 0.659409 0.234140 0.0010168232 -0.0008341929 0.0000169618 0.0057128004 -0.0000768468 0.0007287555 0.0030146776 -0.0000872934 0.0000789405 0.0037155675 -0.0006249971 0.0022546853
1780627044.17168 -0.266194 -0.405384 -0.142669 -0.157238 -0.701783 0.649602 0.246566 0.0010766399 -0.0008888666 0.0000056018 0.0057426512 0.0000254586 0.0007670710 0.0030961753 -0.0001475421 0.0000991268 0.0038278651 -0.0006566643 0.0022865081
1780627044.20503 -0.271491 -0.414845 -0.144614 -0.165083 -0.704026 0.638080 0.264479 0.0011256734 -0.0009485465 0.0000024044 0.0057649755 0.0000960225 0.0007953971 0.0031623223 -0.0001536667 0.0000792179 0.0038502832 -0.0005985888 0.0022584497
1780627044.23833 -0.279070 -0.417703 -0.154349 -0.174361 -0.704851 0.628400 0.279101 0.0011822683 -0.0010317173 -0.0000158180 0.0057682207 0.0001203780 0.0008218871 0.0032200681 -0.0001396216 0.0001124028 0.0039204386 -0.0006233977 0.0022731612
1780627044.27166 -0.326646 -0.409745 -0.192599 -0.183570 -0.724716 0.610490 0.261515 0.0011040047 -0.0011146964 -0.0000085351 0.0057280276 0.0001446431 0.0007346457 0.0031550536 -0.0000742202 0.0000871477 0.0036765642 -0.0005947630 0.0022186674
1780627044.30499 -0.337458 -0.418596 -0.201068 -0.190597 -0.720752 0.607701 0.273659 0.0010967855 -0.0010271416 -0.0000636910 0.0057822579 0.0004453998 0.0008042628 0.0031368605 -0.0001829429 0.0000910240 0.0037879522 -0.0005975487 0.0022283361
1780627044.33833 -0.342466 -0.398231 -0.214979 -0.183817 -0.720631 0.608108 0.277680 0.0011058684 -0.0010758491 -0.0000651834 0.0057779900 0.0003565733 0.0007901378 0.0031754762 -0.0002115589 0.0000989051 0.0037766157 -0.0005761616 0.0022254940
1780627044.37164 -0.345511 -0.390985 -0.220320 -0.184677 -0.715143 0.610847 0.285184 0.0011457570 -0.0011291777 -0.0000619845 0.0057983353 0.0003034271 0.0008216301 0.0030869905 -0.0002267657 0.0000892249 0.0037804273 -0.0005869063 0.0022329090
1780627044.40496 -0.341211 -0.373176 -0.219468 -0.179039 -0.716357 0.612167 0.282893 0.0010905928 -0.0011398176 -0.0000680403 0.0057461037 0.0001855214 0.0007396900 0.0030207188 -0.0002386606 0.0001000539 0.0037081963 -0.0005948630 0.0022139939
1780627044.43829 -0.346744 -0.371156 -0.220086 -0.179528 -0.718797 0.608578 0.284135 0.0011088701 -0.0011833287 -0.0000976346 0.0057248320 0.0002220419 0.0007543936 0.0029784303 -0.0002060124 0.0000968071 0.0036733045 -0.0005976119 0.0022316505
1780627044.47161 -0.353513 -0.371698 -0.225300 -0.185368 -0.714378 0.605594 0.297589 0.0011665975 -0.0012136305 -0.0001126284 0.0057540029 0.0002772938 0.0008013944 0.0030207773 -0.0002279581 0.0001053414 0.0037162974 -0.0006010119 0.0022637883
1780627044.50494 -0.359910 -0.372295 -0.230508 -0.194825 -0.709546 0.601903 0.310323 0.0012218047 -0.0012355396 -0.0001014183 0.0057981690 0.0002375948 0.0008363580 0.0030923523 -0.0002578758 0.0001161700 0.0037749583 -0.0006039144 0.0023101752
1780627044.53829 -0.365839 -0.372993 -0.235630 -0.207004 -0.704468 0.596621 0.323908 0.0012726671 -0.0012482053 -0.0000911632 0.0058458378 0.0002074459 0.0008725835 0.0031890832 -0.0002901077 0.0001279559 0.0038528852 -0.0006065805 0.0023741556
1780627044.57161 -0.371250 -0.374155 -0.240891 -0.222961 -0.698272 0.591838 0.335309 0.0013015529 -0.0012200708 -0.0000798936 0.0059148645 0.0001825475 0.0009096644 0.0033170799 -0.0003251182 0.0001407356 0.0039541135 -0.0006087042 0.0024587888
1780627044.60493 -0.376565 -0.375613 -0.246239 -0.240854 -0.690831 0.587966 0.345019 0.0013162897 -0.0011632814 -0.0000673164 0.0059978698 0.0001560018 0.0009472458 0.0034812530 -0.0003636990 0.0001545100 0.0040843827 -0.0006102293 0.0025673561
1780627044.63825 -0.402552 -0.362627 -0.219011 -0.260157 -0.685893 0.582061 0.350820 0.0013065606 -0.0011135642 -0.0000612857 0.0060713939 0.0001587309 0.0009793142 0.0035976333 -0.0003782812 0.0003091448 0.0039478935 -0.0006589609 0.0024746681
1780627044.67166 -0.413749 -0.349619 -0.216099 -0.275356 -0.683795 0.579493 0.347551 0.0012604544 -0.0010519929 -0.0000692658 0.0061068830 0.0002456958 0.0009691731 0.0037043980 -0.0004267690 0.0004418086 0.0039749989 -0.0007035412 0.0025036754
1780627044.70491 -0.400885 -0.341952 -0.210079 -0.259938 -0.686503 0.590893 0.334651 0.0011146561 -0.0009477167 -0.0000576493 0.0061027901 0.0002810427 0.0008963117 0.0029677745 -0.0003209514 0.0000887890 0.0039285959 -0.0006218684 0.0022916564
1780627044.73827 -0.408266 -0.338473 -0.208373 -0.246494 -0.687186 0.594324 0.337337 0.0011295349 -0.0009964336 -0.0000499363 0.0061015124 0.0001970964 0.0008657675 0.0029269105 -0.0002743505 0.0000795893 0.0038857337 -0.0006179544 0.0022790483
1780627044.77157 -0.403848 -0.336137 -0.209079 -0.251479 -0.682576 0.591343 0.348083 0.0011749179 -0.0010713021 -0.0000446737 0.0060998759 0.0001625721 0.0008897791 0.0029311156 -0.0002765905 0.0000760217 0.0039135670 -0.0006149942 0.0022899960
1780627044.80489 -0.408119 -0.332625 -0.210374 -0.257827 -0.678328 0.587790 0.357629 0.0011927012 -0.0010885024 -0.0000200499 0.0061323238 0.0001045884 0.0008718615 0.0029118234 -0.0002545892 0.0000807125 0.0038971287 -0.0006127072 0.0022874676
1780627044.83823 -0.408648 -0.348804 -0.216332 -0.244651 -0.691060 0.588154 0.341551 0.0011868909 -0.0011206656 -0.0000001242 0.0060686055 0.0000735343 0.0008449558 0.0028982147 -0.0002650883 0.0000804000 0.0038878235 -0.0006164085 0.0022839540
1780627044.87155 -0.385076 -0.351963 -0.202106 -0.229945 -0.685946 0.593608 0.352466 0.0011942132 -0.0011144875 -0.0000170247 0.0060677043 0.0001896070 0.0008391577 0.0029408951 -0.0002922061 0.0000862054 0.0038993918 -0.0006103906 0.0022828734
1780627044.90487 -0.382336 -0.349148 -0.198114 -0.242975 -0.680897 0.588202 0.362438 0.0012835391 -0.0012145130 0.0000098311 0.0060777761 0.0000595057 0.0008753495 0.0029702847 -0.0002404035 0.0000814379 0.0038603240 -0.0005947542 0.0022981034
1780627044.93821 -0.378700 -0.345531 -0.195586 -0.262038 -0.675710 0.581633 0.369398 0.0012887878 -0.0011447493 0.0000101137 0.0061635518 0.0000832438 0.0009203439 0.0029900983 -0.0002286600 0.0000790461 0.0039023947 -0.0005845716 0.0023297905
1780627044.97154 -0.373621 -0.342705 -0.194505 -0.277859 -0.670796 0.579510 0.370129 0.0012838633 -0.0010433473 0.0000108877 0.0062603402 0.0001015962 0.0009648204 0.0030294028 -0.0002154680 0.0000765220 0.0039638117 -0.0005714669 0.0023762955
1780627045.00485 -0.367288 -0.341045 -0.193497 -0.285251 -0.670180 0.577686 0.368469 0.0013044656 -0.0009924865 0.0000060580 0.0063318520 0.0001371537 0.0010094179 0.0030948241 -0.0002013285 0.0000739900 0.0040514339 -0.0005551066 0.0024407194
1780627045.03818 -0.360084 -0.339322 -0.191771 -0.285368 -0.674252 0.572461 0.369103 0.0013610755 -0.0010288414 -0.0000065959 0.0063659772 0.0001974543 0.0010559553 0.0031880906 -0.0001853293 0.0000709431 0.0041732165 -0.0005357288 0.0025263754
1780627045.07152 -0.352350 -0.337617 -0.189303 -0.286511 -0.676479 0.569782 0.368288 0.0014058423 -0.0010350194 -0.0000147185 0.0064129173 0.0002375560 0.0011021131 0.0033155567 -0.0001681196 0.0000673096 0.0043371128 -0.0005132109 0.0026365769
1780627045.10484 -0.344401 -0.335376 -0.185646 -0.289500 -0.676337 0.568631 0.367991 0.0014418433 -0.0010201129 -0.0000168506 0.0064704304 0.0002543231 0.0011469062 0.0034822404 -0.0001496170 0.0000628574 0.0045518095 -0.0004877614 0.0027744919
1780627045.13823 -0.336245 -0.332702 -0.180367 -0.291730 -0.674125 0.569541 0.368880 0.0014775407 -0.0010037499 -0.0000120967 0.0065319653 0.0002360794 0.0011888040 0.0036969763 -0.0001299014 0.0000574900 0.0048272648 -0.0004591738 0.0029438496
1780627045.17148 -0.327873 -0.329782 -0.173467 -0.292170 -0.670281 0.572776 0.370523 0.0015144437 -0.0009899313 -0.0000012633 0.0065947799 0.0001827885 0.0012281260 0.0039671134 -0.0001091608 0.0000511227 0.0051710314 -0.0004274519 0.0031467035
1780627045.20482 -0.319329 -0.326475 -0.165214 -0.291802 -0.665554 0.576820 0.373053 0.0015535336 -0.0009807273 0.0000124151 0.0066556782 0.0001115233 0.0012680302 0.0043026260 -0.0000873650 0.0000435960 0.0055954202 -0.0003924149 0.0033876250
1780627045.23814 -0.368018 -0.283963 -0.122585 -0.293942 -0.657662 0.585268 0.372210 0.0015542910 -0.0009957264 0.0000322836 0.0067051947 0.0000322578 0.0012836538 0.0039911416 0.0000393984 0.0005178663 0.0058118595 -0.0004070083 0.0033353142
1780627045.27147 -0.390864 -0.283408 -0.119699 -0.294380 -0.644382 0.594782 0.379931 0.0012671835 -0.0008822240 -0.0000174934 0.0065255520 -0.0000839178 0.0010970352 0.0038244189 0.0000773016 0.0008142467 0.0044048848 -0.0002625890 0.0033715218
1780627045.30480 -0.415935 -0.286368 -0.113972 -0.295289 -0.642888 0.596422 0.379185 0.0011755573 -0.0008959266 0.0000360446 0.0064460800 -0.0002231062 0.0009694281 0.0029683221 -0.0001627979 0.0001282002 0.0041397440 -0.0004966975 0.0027076686
1780627045.33813 -0.410408 -0.272845 -0.095449 -0.281593 -0.656828 0.590892 0.374338 0.0011764394 -0.0010007938 0.0000099101 0.0063816920 -0.0001723850 0.0009340602 0.0028859772 -0.0001992380 0.0000729695 0.0041568598 -0.0004697557 0.0026397351
1780627045.37147 -0.409777 -0.283983 -0.101184 -0.280375 -0.661882 0.581247 0.381384 0.0012375718 -0.0011328799 -0.0000012592 0.0063232635 -0.0000314814 0.0009383639 0.0028930570 -0.0001704287 0.0000824539 0.0041885623 -0.0004750111 0.0026503145
1780627045.40478 -0.408710 -0.276349 -0.095173 -0.275878 -0.663364 0.580197 0.383679 0.0012891558 -0.0011542082 -0.0000127371 0.0063662357 0.0000242557 0.0009809023 0.0029773801 -0.0001913160 0.0000933330 0.0042528359 -0.0004353058 0.0027190048
1780627045.43811 -0.407140 -0.268473 -0.089867 -0.275873 -0.663315 0.581083 0.382426 0.0013272317 -0.0011456226 -0.0000130347 0.0064228570 0.0000242729 0.0010238839 0.0030461186 -0.0001806566 0.0001025608 0.0043630577 -0.0004027636 0.0028091531
1780627045.47144 -0.405015 -0.260197 -0.084333 -0.274003 -0.663540 0.581918 0.382112 0.0013741221 -0.0011561751 -0.0000119572 0.0064710868 0.0000170915 0.0010670261 0.0031475201 -0.0001694561 0.0001142920 0.0045086651 -0.0003657589 0.0029215281
1780627045.50479 -0.402383 -0.251227 -0.078734 -0.273432 -0.662542 0.582982 0.382630 0.0014176162 -0.0011586372 -0.0000084053 0.0065231855 -0.0000004789 0.0011103221 0.0032874475 -0.0001575865 0.0001287130 0.0046966703 -0.0003243939 0.0030594024
1780627045.53809 -0.399385 -0.241692 -0.073300 -0.274851 -0.660886 0.583898 0.383079 0.0014544118 -0.0011458821 -0.0000051746 0.0065821162 -0.0000159571 0.0011537697 0.0034725918 -0.0001455909 0.0001461250 0.0049340825 -0.0002786987 0.0032256593
1780627045.57141 -0.396024 -0.231981 -0.067823 -0.275053 -0.659546 0.585540 0.382736 0.0014921270 -0.0011346227 -0.0000017133 0.0066403922 -0.0000338156 0.0011975987 0.0037120571 -0.0001341947 0.0001669722 0.0052297593 -0.0002282012 0.0034239006
1780627045.60474 -0.392132 -0.221922 -0.062954 -0.279016 -0.657846 0.587949 0.379083 0.0015089403 -0.0010733607 -0.0000023528 0.0067200800 -0.0000337898 0.0012414437 0.0040123706 -0.0001232625 0.0001911656 0.0055904717 -0.0001729700 0.0036571705
1780627045.63807 -0.373502 -0.205648 -0.064911 -0.288102 -0.657729 0.587332 0.373404 0.0014930314 -0.0010091649 -0.0000046146 0.0067982979 0.0000115211 0.0012788895 0.0039765560 -0.0000584658 0.0003673195 0.0060104435 -0.0001322261 0.0038739956
1780627045.67142 -0.367454 -0.192330 -0.060824 -0.292273 -0.657823 0.585382 0.373061 0.0015170644 -0.0009569605 -0.0000112531 0.0068709615 0.0000506449 0.0013234843 0.0043027882 -0.0000182334 0.0004165103 0.0064733530 -0.0000783408 0.0041682541
1780627045.70473 -0.360840 -0.178953 -0.055479 -0.289104 -0.654868 0.588327 0.376083 0.0015685874 -0.0009795585 -0.0000003278 0.0069171906 -0.0000131732 0.0013673362 0.0047352749 0.0000033743 0.0004904708 0.0070814004 -0.0000170734 0.0045092577
1780627045.73806 -0.354009 -0.164924 -0.050264 -0.286716 -0.652288 0.590244 0.379376 0.0016210488 -0.0010034562 0.0000092410 0.0069617338 -0.0000662892 0.0014125860 0.0052610736 0.0000241827 0.0005723783 0.0077965985 0.0000474245 0.0048972528
1780627045.77139 -0.347120 -0.150308 -0.045469 -0.284574 -0.650924 0.591193 0.381846 0.0016741599 -0.0010280382 0.0000155948 0.0070057220 -0.0000996657 0.0014582470 0.0058910842 0.0000437515 0.0006624681 0.0086296781 0.0001149428 0.0053353673
1780627045.80470 -0.340292 -0.135399 -0.041166 -0.284460 -0.649219 0.593446 0.381337 0.0017125176 -0.0010135342 0.0000196977 0.0070647521 -0.0001248457 0.0015040936 0.0066376515 0.0000615116 0.0007610772 0.0095926813 0.0001857194 0.0058268903
1780627045.83803 -0.333705 -0.119920 -0.037050 -0.285333 -0.648109 0.595275 0.379719 0.0017473408 -0.0009886755 0.0000206759 0.0071282608 -0.0001349914 0.0015495981 0.0075155830 0.0000775219 0.0008688454 0.0107010142 0.0002591794 0.0063758233
1780627045.87136 -0.273064 -0.118339 -0.049845 -0.276229 -0.646794 0.601971 0.378135 0.0015438331 -0.0008178483 0.0001725218 0.0070367003 -0.0001680371 0.0011831381 0.0057507632 0.0018304765 0.0001439771 0.0101052094 0.0017154505 0.0056021151
1780627045.90470 -0.261568 -0.102480 -0.046135 -0.277510 -0.645898 0.603913 0.375624 0.0015940987 -0.0008222091 0.0001807082 0.0070830747 -0.0002483892 0.0012285667 0.0063097602 0.0021530538 0.0000244879 0.0110395931 0.0020510482 0.0060390862
1780627045.93804 -0.250276 -0.085689 -0.041939 -0.279351 -0.644483 0.604937 0.375040 0.0016304335 -0.0007975884 0.0001817253 0.0071438026 -0.0002583306 0.0012740871 0.0070132136 0.0025370925 -0.0000421597 0.0122656217 0.0024030244 0.0065275971
1780627045.97135 -0.249409 -0.055524 -0.024241 -0.279633 -0.643386 0.606256 0.374584 0.0016247871 -0.0008414786 0.0002030978 0.0071042657 -0.0002483342 0.0013107057 0.0067833979 0.0026820508 0.0002258651 0.0110300724 0.0008526548 0.0052856379
1780627046.00468 -0.239257 -0.036559 -0.017987 -0.280731 -0.640973 0.607877 0.375273 0.0016620581 -0.0008169193 0.0002054613 0.0071638217 -0.0002716743 0.0013569505 0.0075624804 0.0031400663 0.0002298986 0.0122753924 0.0009589192 0.0056198827
1780627046.03806 -0.293323 -0.114549 0.014502 -0.270509 -0.657429 0.597922 0.370272 0.0013284172 -0.0010417449 0.0000935666 0.0068129188 -0.0002646437 0.0010015411 0.0072387828 0.0026662878 0.0005106883 0.0108479433 0.0012792002 0.0048991219
1780627046.07132 -0.290272 -0.104929 0.023415 -0.269219 -0.655761 0.599472 0.371662 0.0014263663 -0.0011969545 0.0000535871 0.0067541113 -0.0000585120 0.0010177952 0.0077312509 0.0026492192 0.0005970707 0.0117685743 0.0016141714 0.0052393475
1780627046.10465 -0.278764 -0.115546 0.012631 -0.265131 -0.656487 0.599122 0.373876 0.0014184959 -0.0011939673 0.0000902114 0.0067182117 -0.0001486531 0.0008897887 0.0077553870 0.0033420181 0.0009147058 0.0118237282 0.0012718700 0.0049919325
1780627046.13798 -0.274889 -0.100916 0.022801 -0.264977 -0.655107 0.600583 0.374062 0.0014563713 -0.0012289127 0.0001069277 0.0067299155 -0.0001693264 0.0008850537 0.0082704016 0.0037844551 0.0009892825 0.0127069457 0.0014341332 0.0052247995
1780627046.17131 -0.266678 -0.089299 0.029652 -0.285914 -0.587978 0.657797 0.373950 0.0012882182 -0.0005993039 0.0001872072 0.0068126123 -0.0010321088 0.0011093657 0.0090671612 0.0043003859 0.0010777398 0.0139508547 0.0016117449 0.0055337307
